resultCode,resultMsg,totalCount,pageNo,numOfRows,statNm,statId,chgerId,chgerType,addr,lat,lng,useTime,busiId,busiNm,busiCall,stat,statUpdDt,powerType,zcode,parkingFree,note,dong
,,,,,충남천안 천안목천부영1차아파트4,EV008593,02,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.759026777,127.1772494,24시간 이용가능,EV,에버온,1661-7766,2,20230112104242,,44,Y,외부인 출입불가,목천읍
,,,,,충남천안 천안목천부영1차아파트4,EV008593,03,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.759026777,127.1772494,24시간 이용가능,EV,에버온,1661-7766,2,20230112105643,,44,Y,외부인 출입불가,목천읍
,,,,,충남천안 천안목천부영1차아파트5,EV008594,01,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.759026777,127.17724949,24시간 이용가능,EV,에버온,1661-7766,2,20230116110431,,44,Y,외부인 출입불가,목천읍
,,,,,충남천안 천안목천부영1차아파트5,EV008594,02,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.759026777,127.17724949,24시간 이용가능,EV,에버온,1661-7766,2,20230116110431,,44,Y,외부인 출입불가,목천읍
,,,,,충남천안 천안목천부영1차아파트6,EV008595,01,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.759026777,127.17724949,24시간 이용가능,EV,에버온,1661-7766,2,20230116183246,,44,Y,외부인 출입불가,목천읍
,,,,,충남천안 천안목천부영1차아파트6,EV008595,02,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.759026777,127.17724949,24시간 이용가능,EV,에버온,1661-7766,2,20230118061240,,44,Y,외부인 출입불가,목천읍
,,,,,충남천안 천안목천부영1차아파트6,EV008595,03,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.759026777,127.17724949,24시간 이용가능,EV,에버온,1661-7766,2,20230116183246,,44,Y,외부인 출입불가,목천읍
,,,,,보타닉호텔,EZ200029,01,02,충청남도 천안시 동남구 목천읍 응원3길 33,36.768603753034,127.1881678358,24시간 이용가능,EZ,(주)차지인,1577-8961,2,20230113030804,,44,N,,목천읍
,,,,,보타닉호텔,EZ200029,02,02,충청남도 천안시 동남구 목천읍 응원3길 33,36.768603753034,127.1881678358,24시간 이용가능,EZ,(주)차지인,1577-8961,2,20230104180503,,44,N,,목천읍
,,,,,금정샛별아파트,GN012966,01,02,충청남도 천안시 서북구 성거읍 망향로 811,36.888396995,127.20719517,08:00~22:00,GN,지에스커넥트,15444279,2,20230112184136,,44,Y,,성거읍
,,,,,금정샛별아파트,GN012966,02,02,충청남도 천안시 서북구 성거읍 망향로 811,36.888396995,127.20719517,08:00~22:00,GN,지에스커넥트,15444279,3,20230118090131,,44,Y,,성거읍
,,,,,MG인재개발원,GN013142,01,02,충청남도 천안시 동남구 목천읍 삼방로 346,36.798653476,127.24295491,08:00 ~ 22:00,GN,지에스커넥트,1544-4279,2,20230112184141,,44,N,,목천읍
,,,,,MG인재개발원,GN013142,02,02,충청남도 천안시 동남구 목천읍 삼방로 346,36.798653476,127.24295491,08:00 ~ 22:00,GN,지에스커넥트,1544-4279,2,20230112184141,,44,N,,목천읍
,,,,,MG인재개발원,GN013142,03,02,충청남도 천안시 동남구 목천읍 삼방로 346,36.798653476,127.24295491,08:00 ~ 22:00,GN,지에스커넥트,1544-4279,2,20230112184141,,44,N,,목천읍
